age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
75,management,single,university.degree,no,yes,no,cellular,jan,fri,157,3,999,6,nonexistent,-0.1,92.51,-41.6,3.038,5228,no
33,student,divorced,basic.4y,no,no,no,cellular,aug,mon,172,6,999,2,nonexistent,-0.1,92.762,-43.2,4.293,4963,no
18,services,married,unknown,no,no,no,telephone,jun,fri,80,19,999,5,nonexistent,1.4,94.717,-44.4,3.302,4963,no
22,unknown,married,unknown,no,unknown,unknown,telephone,feb,wed,89,21,999,2,nonexistent,-1.8,92.637,-36.2,4.433,4963,no
20,unknown,married,unknown,no,yes,no,telephone,oct,wed,21,13,999,5,nonexistent,1.1,92.699,-29.4,4.696,5228,no
82,retired,married,basic.4y,no,unknown,no,cellular,oct,fri,670,20,999,0,nonexistent,-1.8,93.53,-40.3,2.849,5191,no
21,management,married,high.school,no,unknown,no,telephone,jan,wed,120,21,999,4,failure,-1.8,93.923,-43.9,4.085,5228,no
81,services,single,basic.4y,no,unknown,yes,cellular,mar,tue,44,8,999,0,nonexistent,1.4,92.003,-39.9,2.679,5099,yes
27,admin.,divorced,high.school,no,yes,no,telephone,dec,wed,38,4,21,6,nonexistent,1.4,93.37,-28.3,3.712,4963,no
38,student,divorced,university.degree,no,unknown,yes,telephone,apr,tue,130,25,999,5,nonexistent,-1.8,93.197,-42.0,0.794,5228,no
63,technician,single,university.degree,unknown,yes,no,cellular,may,thu,250,19,20,6,nonexistent,1.4,94.597,-34.3,4.855,4963,no
44,services,single,high.school,no,unknown,yes,telephone,nov,mon,376,28,999,2,nonexistent,1.1,94.519,-42.1,4.538,5099,no
83,services,married,university.degree,unknown,unknown,no,cellular,oct,mon,646,7,999,5,nonexistent,-0.1,94.718,-33.8,4.534,5191,no
58,admin.,single,university.degree,no,yes,no,cellular,mar,wed,252,7,999,1,nonexistent,1.1,94.526,-28.9,1.859,5191,no
30,retired,single,unknown,unknown,no,no,telephone,may,mon,136,1,999,3,nonexistent,-0.1,94.36,-35.6,1.867,5191,no
26,unemployed,married,unknown,no,unknown,no,cellular,dec,thu,137,19,999,3,nonexistent,1.4,94.577,-27.3,2.389,4963,no
53,unemployed,divorced,basic.4y,no,no,no,telephone,jul,wed,213,26,999,5,nonexistent,-0.1,92.524,-35.6,4.476,5228,yes
75,student,married,basic.4y,no,unknown,yes,cellular,nov,tue,193,17,999,0,nonexistent,1.1,93.023,-26.6,4.382,5176,no
71,student,single,basic.4y,no,no,no,telephone,sep,thu,255,8,999,2,nonexistent,-0.1,94.051,-32.6,1.895,5099,no
29,technician,single,unknown,no,no,no,telephone,may,thu,174,26,999,6,nonexistent,1.1,94.769,-34.3,2.998,4963,no
31,services,divorced,basic.4y,no,no,no,telephone,apr,mon,15,21,999,3,nonexistent,-0.1,94.001,-30.1,2.706,5099,yes
51,management,married,basic.4y,no,no,no,cellular,oct,tue,173,15,999,4,nonexistent,1.4,92.624,-49.7,3.473,4963,yes
70,services,single,unknown,no,no,no,cellular,nov,fri,5,20,999,1,nonexistent,-1.8,94.834,-43.8,1.565,5191,no
37,unemployed,married,high.school,no,yes,no,telephone,sep,thu,49,19,999,2,nonexistent,-0.1,94.281,-44.8,1.002,5099,no
33,technician,married,unknown,no,no,no,cellular,aug,mon,122,7,999,0,nonexistent,1.1,94.15,-47.3,0.749,5176,no
87,services,single,high.school,no,yes,no,cellular,may,thu,200,24,999,6,nonexistent,1.4,94.288,-27.5,2.297,5191,no
73,admin.,married,unknown,no,unknown,no,cellular,sep,tue,51,24,999,2,nonexistent,-0.1,93.977,-46.9,4.767,5191,no
75,unemployed,single,basic.4y,unknown,yes,no,telephone,nov,tue,80,13,999,6,failure,1.4,92.066,-43.7,3.623,5176,no
21,services,married,university.degree,no,no,no,telephone,sep,wed,117,1,999,1,nonexistent,-1.8,92.761,-42.0,3.904,5176,no
21,services,married,university.degree,no,yes,no,cellular,jan,fri,54,7,999,5,failure,1.1,94.87,-35.0,4.76,5191,no
37,unemployed,single,high.school,unknown,no,no,telephone,dec,fri,1673,5,999,2,success,-1.8,92.866,-31.6,2.474,5176,no
27,management,married,high.school,no,yes,no,cellular,jun,mon,408,18,999,5,nonexistent,1.4,94.315,-35.5,2.703,5191,no
41,unemployed,married,high.school,no,unknown,no,telephone,nov,fri,416,8,999,0,failure,-1.8,93.273,-32.0,2.201,5228,no
43,admin.,divorced,university.degree,unknown,no,no,cellular,may,tue,210,15,999,4,nonexistent,1.4,94.723,-40.3,1.423,4963,no
54,admin.,married,high.school,no,no,yes,cellular,jun,fri,813,18,999,2,nonexistent,-1.8,93.673,-26.1,3.979,5228,no
71,services,single,unknown,no,yes,no,cellular,oct,mon,329,6,999,0,nonexistent,1.1,93.896,-45.9,4.592,4963,no
38,student,married,unknown,unknown,yes,no,cellular,mar,thu,100,28,999,5,nonexistent,-0.1,92.719,-40.4,4.187,4963,no
55,management,married,university.degree,unknown,yes,yes,cellular,mar,fri,235,5,999,5,nonexistent,-1.8,92.173,-30.0,0.839,5228,yes
63,services,married,unknown,no,yes,no,telephone,oct,fri,196,22,999,4,success,1.1,94.27,-44.1,1.937,4963,no
21,unemployed,married,high.school,no,yes,no,telephone,may,tue,217,11,999,3,nonexistent,-0.1,92.203,-32.0,3.217,4963,no
77,services,married,university.degree,no,no,no,telephone,jul,tue,425,26,6,2,nonexistent,1.4,94.165,-41.3,2.06,5191,no
74,technician,married,high.school,no,unknown,no,cellular,apr,thu,178,8,999,4,failure,-0.1,93.666,-45.7,1.286,4963,no
62,technician,married,unknown,no,yes,no,cellular,jun,wed,326,9,23,5,nonexistent,1.4,94.46,-40.3,2.983,5176,no
37,student,married,high.school,no,no,no,telephone,may,fri,72,13,16,3,nonexistent,1.1,92.617,-31.2,2.909,4963,no
34,management,married,university.degree,unknown,unknown,no,cellular,feb,tue,672,3,999,6,nonexistent,1.1,93.625,-47.3,3.732,5099,yes
21,retired,married,high.school,unknown,unknown,no,cellular,nov,wed,22,3,2,5,nonexistent,-0.1,93.843,-37.6,4.999,5191,no
31,unknown,married,unknown,no,yes,no,cellular,dec,fri,1262,7,11,6,nonexistent,-0.1,92.223,-32.2,3.463,5191,no
20,technician,divorced,basic.4y,no,no,no,cellular,jan,fri,250,3,999,2,nonexistent,1.4,94.217,-32.0,2.015,4963,no
75,retired,single,university.degree,no,no,no,cellular,jun,wed,158,11,11,2,nonexistent,-1.8,93.167,-40.6,4.809,5099,no
72,admin.,single,high.school,no,no,no,telephone,may,tue,93,14,999,1,nonexistent,-0.1,92.387,-38.8,3.127,5099,no
21,technician,married,university.degree,no,no,yes,cellular,sep,thu,129,26,999,2,nonexistent,-1.8,93.161,-29.4,3.452,5191,no
41,technician,divorced,high.school,no,no,no,telephone,dec,fri,381,28,999,2,nonexistent,1.4,92.295,-45.0,2.193,5228,no
51,management,single,basic.4y,no,unknown,no,telephone,jul,mon,37,21,999,4,nonexistent,-1.8,94.664,-26.2,2.605,5099,no
47,student,single,unknown,unknown,unknown,no,cellular,jan,mon,72,10,999,0,nonexistent,-0.1,93.37,-39.9,2.459,4963,yes
36,retired,married,high.school,no,unknown,no,cellular,oct,mon,33,20,15,1,nonexistent,1.1,92.414,-43.4,4.721,5176,no
48,unemployed,divorced,high.school,no,no,yes,cellular,jun,thu,139,27,20,2,nonexistent,-0.1,92.756,-49.9,4.168,5228,no
77,technician,single,basic.4y,no,unknown,no,cellular,nov,fri,122,9,999,4,nonexistent,-1.8,94.174,-47.0,1.026,4963,no
77,technician,single,university.degree,no,unknown,no,telephone,jul,tue,261,27,999,5,nonexistent,-0.1,94.358,-31.8,2.002,4963,no
36,management,married,unknown,unknown,yes,no,telephone,mar,tue,1363,12,26,6,nonexistent,-0.1,92.124,-34.4,0.873,5228,no
66,management,married,high.school,no,unknown,unknown,cellular,sep,thu,557,8,999,5,nonexistent,1.1,92.18,-44.1,2.888,5176,no
80,student,married,high.school,no,yes,yes,cellular,nov,fri,530,12,25,6,nonexistent,-1.8,94.752,-27.8,1.851,5228,no
39,retired,married,unknown,no,no,no,telephone,nov,wed,259,9,999,4,failure,-1.8,92.993,-29.9,0.951,5191,no
41,admin.,single,basic.4y,no,no,no,cellular,feb,wed,78,22,5,6,failure,-1.8,92.58,-43.5,4.004,4963,no
47,unemployed,married,university.degree,unknown,no,no,telephone,jan,fri,121,18,999,0,nonexistent,-1.8,92.369,-42.1,1.028,5191,no
75,student,married,unknown,no,no,unknown,cellular,oct,fri,71,24,2,3,nonexistent,1.1,93.428,-45.6,1.817,5191,yes
48,unknown,married,university.degree,no,unknown,no,cellular,oct,tue,36,17,2,2,nonexistent,1.4,94.313,-34.6,4.002,5191,no
81,admin.,married,basic.4y,no,yes,yes,cellular,dec,thu,143,11,26,6,nonexistent,1.4,93.563,-33.2,2.866,5176,no
36,services,married,basic.4y,no,no,yes,telephone,sep,thu,569,21,999,3,nonexistent,1.1,92.062,-40.5,4.201,4963,no
65,technician,single,unknown,no,no,no,cellular,jul,tue,340,2,999,0,nonexistent,-1.8,93.452,-32.3,2.441,5191,no
62,retired,married,high.school,no,yes,no,cellular,oct,mon,1047,29,999,4,nonexistent,-0.1,92.935,-26.2,4.191,5191,no
72,student,married,basic.4y,no,yes,no,cellular,nov,wed,54,23,999,3,nonexistent,-1.8,94.049,-35.3,2.982,5191,no
72,technician,married,basic.4y,unknown,yes,no,cellular,jan,fri,173,21,999,0,nonexistent,1.4,93.571,-34.4,1.014,5099,no
35,retired,married,unknown,no,yes,no,telephone,apr,wed,393,26,999,3,nonexistent,-0.1,94.896,-41.0,2.69,4963,no
80,retired,married,unknown,no,yes,yes,cellular,oct,wed,154,19,18,5,nonexistent,1.4,93.794,-49.7,3.049,5191,no
64,retired,single,unknown,unknown,unknown,no,cellular,mar,thu,109,14,999,4,nonexistent,-1.8,93.897,-27.1,3.305,5176,no
74,technician,single,basic.4y,no,yes,no,telephone,nov,tue,423,23,19,2,nonexistent,1.4,93.561,-31.5,4.685,5099,no
62,student,single,university.degree,no,unknown,yes,cellular,jul,mon,140,28,999,5,nonexistent,1.1,92.933,-33.3,1.432,5099,no
50,unemployed,single,basic.4y,no,yes,yes,cellular,may,mon,610,3,999,5,nonexistent,1.1,93.892,-49.3,3.278,5228,no
34,management,married,unknown,no,yes,unknown,cellular,sep,tue,78,6,26,1,nonexistent,-1.8,92.999,-31.8,3.916,5176,no
87,technician,divorced,high.school,no,no,no,telephone,nov,wed,566,4,999,5,nonexistent,-0.1,94.152,-33.9,4.519,5228,no
21,unknown,single,high.school,no,no,no,telephone,mar,tue,81,12,999,4,success,-0.1,92.711,-36.3,2.926,5099,yes
37,retired,divorced,unknown,no,no,no,telephone,nov,tue,85,26,999,6,nonexistent,-0.1,93.103,-35.0,1.565,5228,no
64,student,married,high.school,no,no,no,telephone,jun,fri,136,2,999,3,nonexistent,1.1,93.751,-28.0,4.203,5228,no
32,unemployed,divorced,basic.4y,yes,no,no,telephone,oct,fri,181,25,999,2,nonexistent,-0.1,93.885,-49.8,4.585,5228,no
87,services,single,university.degree,no,no,no,cellular,feb,wed,135,6,999,1,nonexistent,1.4,94.006,-46.2,1.095,5191,no
64,unknown,single,basic.4y,yes,yes,no,telephone,mar,thu,495,5,24,5,nonexistent,1.4,94.101,-28.5,1.634,5099,no
26,admin.,married,unknown,no,yes,yes,cellular,apr,mon,396,29,999,0,nonexistent,-0.1,92.955,-49.8,4.438,5228,no
33,unknown,single,basic.4y,no,no,no,telephone,jun,fri,92,5,999,2,nonexistent,-0.1,94.678,-28.3,2.747,5176,no
86,retired,divorced,high.school,no,no,no,telephone,nov,wed,179,8,999,4,success,1.1,92.09,-49.3,1.369,5191,yes
78,services,single,basic.4y,no,no,unknown,telephone,jan,tue,140,5,999,3,nonexistent,-1.8,92.565,-31.3,3.45,5099,no
27,management,married,university.degree,no,yes,yes,cellular,jun,fri,14,24,999,5,failure,1.1,92.21,-28.6,2.633,5099,no
67,unemployed,divorced,high.school,unknown,no,no,cellular,apr,tue,344,8,999,1,nonexistent,1.1,94.015,-35.3,4.86,4963,no
20,unemployed,married,university.degree,no,no,no,cellular,aug,tue,50,1,999,5,nonexistent,-1.8,92.821,-34.6,1.603,5099,yes
87,retired,married,university.degree,no,yes,no,cellular,sep,fri,680,20,6,2,nonexistent,1.4,92.597,-48.8,2.213,5228,no
68,unknown,married,university.degree,no,yes,yes,telephone,aug,wed,126,9,999,6,nonexistent,-1.8,93.442,-44.9,1.356,4963,no
36,unknown,divorced,basic.4y,no,unknown,unknown,cellular,aug,mon,243,14,999,1,nonexistent,-0.1,93.857,-28.4,0.847,5099,no
59,unemployed,married,basic.4y,no,no,yes,cellular,feb,wed,426,2,999,6,failure,1.4,93.858,-30.2,1.827,5191,no
52,services,married,basic.4y,unknown,yes,no,cellular,oct,thu,49,11,999,1,nonexistent,1.4,93.672,-48.6,4.213,5099,no
63,retired,single,basic.4y,unknown,unknown,no,telephone,feb,thu,194,4,999,2,failure,-0.1,94.976,-30.5,1.798,5191,no
43,technician,single,high.school,no,yes,no,telephone,jun,mon,67,4,999,6,nonexistent,-1.8,94.581,-39.8,3.673,5099,no
86,student,married,basic.4y,no,unknown,no,cellular,may,thu,178,17,999,5,nonexistent,-0.1,92.717,-36.5,2.929,5099,no
81,services,divorced,high.school,no,unknown,no,cellular,jun,tue,216,26,999,3,success,1.4,94.276,-47.4,2.901,5228,no
54,student,divorced,university.degree,no,no,no,cellular,sep,thu,46,26,999,6,failure,-1.8,93.708,-40.4,4.045,5099,no
66,technician,married,high.school,no,no,no,cellular,dec,fri,217,16,999,5,failure,1.4,92.212,-39.6,3.33,5228,no
38,technician,married,unknown,unknown,unknown,no,cellular,oct,tue,151,7,10,0,nonexistent,1.4,92.149,-33.9,1.329,4963,no
81,student,married,basic.4y,unknown,no,unknown,telephone,jul,wed,184,12,999,2,failure,-0.1,94.399,-34.2,1.595,5099,no
22,services,married,unknown,unknown,yes,no,cellular,may,mon,588,17,999,0,nonexistent,1.1,93.635,-36.8,3.006,5228,no
87,student,married,high.school,no,yes,yes,cellular,oct,fri,165,5,999,1,nonexistent,-0.1,93.714,-49.2,4.324,5191,no
21,student,divorced,basic.4y,no,unknown,no,telephone,jul,fri,161,8,999,1,nonexistent,1.4,93.009,-46.1,1.296,4963,no
56,admin.,single,unknown,no,unknown,yes,cellular,aug,mon,158,20,999,6,nonexistent,-1.8,94.791,-46.2,1.097,4963,no
52,services,married,basic.4y,no,yes,no,cellular,nov,thu,243,5,999,3,nonexistent,-1.8,94.14,-28.7,2.892,5191,no
18,unknown,married,high.school,no,yes,no,cellular,dec,mon,114,11,999,6,nonexistent,1.1,94.783,-28.4,1.454,4963,no
41,unknown,married,unknown,no,unknown,no,cellular,jan,mon,404,26,999,2,nonexistent,-0.1,92.298,-30.6,4.975,5191,no
74,admin.,married,high.school,no,yes,no,cellular,oct,thu,84,28,999,5,nonexistent,1.4,93.751,-45.8,0.649,5176,no
87,retired,married,unknown,no,yes,yes,telephone,nov,wed,89,19,999,2,nonexistent,-1.8,93.913,-29.8,2.592,5228,no
58,unemployed,single,university.degree,no,unknown,no,telephone,nov,mon,222,21,12,4,nonexistent,-0.1,92.378,-45.5,1.34,5099,no
71,unknown,divorced,university.degree,unknown,no,no,cellular,jul,thu,75,28,999,3,nonexistent,-1.8,93.039,-36.7,3.606,4963,yes
63,student,married,university.degree,no,yes,no,cellular,apr,fri,23,19,999,2,failure,1.4,92.644,-32.4,3.384,5176,no
77,retired,single,university.degree,no,no,yes,telephone,may,mon,57,4,999,1,nonexistent,-0.1,94.953,-48.8,4.157,5191,no
77,unknown,married,university.degree,yes,no,no,cellular,feb,mon,612,11,999,3,nonexistent,1.4,93.63,-35.6,3.092,5099,no
74,services,single,high.school,no,yes,unknown,cellular,oct,wed,2,19,999,4,nonexistent,1.1,92.946,-44.0,1.458,5191,no
48,student,married,university.degree,no,no,no,cellular,may,wed,35,5,999,4,failure,1.4,93.993,-38.1,0.863,5191,no
41,unemployed,married,high.school,no,unknown,no,telephone,sep,fri,354,2,999,6,nonexistent,1.4,93.979,-40.8,3.786,5191,no
53,retired,divorced,university.degree,no,yes,no,telephone,jan,wed,976,25,999,5,failure,-0.1,93.042,-33.5,2.552,4963,yes
47,unknown,married,basic.4y,no,yes,unknown,telephone,mar,fri,291,19,999,1,nonexistent,1.4,94.982,-38.3,1.601,5176,no
41,unknown,single,university.degree,unknown,no,yes,telephone,apr,mon,638,26,999,6,nonexistent,1.4,94.427,-42.8,1.73,4963,yes
47,management,married,basic.4y,unknown,yes,no,cellular,sep,thu,483,17,999,5,failure,-0.1,93.201,-28.2,1.281,5099,no
24,unknown,married,high.school,no,yes,no,telephone,feb,wed,163,21,999,2,nonexistent,-1.8,93.98,-27.0,1.869,5176,no
52,technician,married,university.degree,no,no,no,cellular,jul,fri,101,20,999,1,nonexistent,-0.1,94.132,-30.8,4.091,5099,no
72,student,married,unknown,unknown,no,no,telephone,sep,wed,250,18,999,4,nonexistent,-1.8,92.521,-36.1,3.342,4963,yes
31,unemployed,single,high.school,no,yes,yes,telephone,dec,wed,190,15,999,3,success,-1.8,94.634,-28.8,4.945,5228,no
27,technician,married,university.degree,no,yes,no,telephone,oct,tue,6,16,999,2,nonexistent,-0.1,94.478,-35.6,2.921,5228,no
33,admin.,single,high.school,unknown,unknown,no,telephone,apr,mon,788,28,999,1,failure,-1.8,94.267,-46.4,2.909,5176,no
71,retired,single,unknown,yes,unknown,unknown,cellular,may,wed,211,12,26,5,nonexistent,1.1,92.668,-49.6,1.466,5228,no
87,unknown,single,university.degree,unknown,yes,unknown,telephone,dec,thu,518,8,999,2,nonexistent,-0.1,92.409,-32.6,3.193,5191,no
61,admin.,married,unknown,no,yes,no,telephone,dec,tue,331,25,999,3,nonexistent,1.1,92.542,-31.9,3.289,5228,yes
62,unemployed,divorced,university.degree,no,unknown,no,cellular,dec,fri,104,6,999,4,nonexistent,-0.1,92.279,-27.8,1.533,5228,no
73,student,married,basic.4y,unknown,no,no,telephone,oct,fri,578,24,999,1,nonexistent,1.4,94.821,-30.2,1.014,5191,no
74,technician,married,high.school,no,yes,yes,telephone,apr,thu,390,18,999,6,nonexistent,-1.8,94.554,-34.7,2.242,5191,no
38,technician,married,unknown,yes,unknown,no,cellular,dec,thu,140,11,999,4,nonexistent,1.1,92.272,-45.4,1.382,5099,no
85,retired,married,high.school,no,unknown,yes,cellular,jul,mon,458,6,9,5,nonexistent,1.1,94.034,-35.7,2.829,4963,no
67,student,married,unknown,unknown,yes,no,cellular,aug,thu,79,17,26,5,nonexistent,1.4,92.737,-39.6,2.929,5176,no
50,unknown,single,high.school,no,yes,no,cellular,aug,fri,277,10,999,1,nonexistent,-1.8,92.052,-44.4,3.288,5191,yes
24,management,married,high.school,no,unknown,unknown,cellular,mar,mon,30,19,999,2,failure,-0.1,92.877,-30.8,3.264,5176,no
87,management,married,high.school,no,yes,no,cellular,feb,thu,502,15,999,6,failure,-0.1,93.32,-46.4,3.579,5099,no
32,retired,single,basic.4y,no,no,no,cellular,jun,thu,326,16,3,6,nonexistent,-0.1,92.06,-34.9,1.637,5228,no
49,student,married,university.degree,no,yes,no,cellular,dec,fri,41,23,999,0,nonexistent,-0.1,92.971,-35.3,3.824,4963,no
37,retired,married,basic.4y,no,unknown,unknown,telephone,jan,mon,5,28,999,1,nonexistent,1.1,94.101,-42.7,2.923,4963,no
32,student,married,high.school,unknown,unknown,no,cellular,dec,tue,123,29,999,1,nonexistent,-1.8,92.685,-39.7,2.541,5191,no
65,unemployed,single,unknown,no,yes,yes,telephone,sep,tue,281,29,999,4,nonexistent,1.4,93.455,-47.2,3.461,5228,no
38,unemployed,married,high.school,no,unknown,no,cellular,jul,mon,83,17,999,0,failure,1.4,94.663,-49.4,2.821,4963,no
59,admin.,married,university.degree,no,no,no,cellular,aug,thu,905,22,999,6,failure,1.4,92.085,-49.7,2.927,5176,no
43,unknown,married,basic.4y,unknown,yes,no,cellular,jul,thu,682,7,999,5,nonexistent,-1.8,94.357,-45.8,0.732,5228,no
31,retired,single,university.degree,no,yes,unknown,telephone,may,mon,227,19,999,0,success,1.1,93.152,-29.2,4.135,5191,no
74,unknown,single,unknown,no,unknown,no,cellular,may,tue,94,27,8,0,nonexistent,-1.8,93.623,-37.5,2.484,5176,no
54,student,single,university.degree,unknown,no,no,cellular,jul,wed,566,8,999,0,nonexistent,-1.8,92.693,-47.2,2.894,4963,no
75,management,married,basic.4y,no,yes,yes,cellular,jul,fri,406,8,999,3,nonexistent,-1.8,93.737,-28.3,2.334,5176,no
38,unknown,married,unknown,no,unknown,no,cellular,feb,mon,22,5,999,6,nonexistent,1.4,94.192,-36.3,3.04,5228,no
86,student,married,university.degree,no,yes,no,cellular,feb,wed,161,11,10,2,nonexistent,1.1,92.605,-49.3,0.866,5176,no
20,unemployed,married,basic.4y,no,no,no,cellular,jul,fri,993,2,999,1,failure,1.1,93.03,-31.7,2.308,5191,no
54,student,married,basic.4y,no,unknown,no,cellular,may,wed,151,18,999,2,nonexistent,-1.8,93.702,-38.6,3.552,4963,no
66,retired,married,high.school,unknown,yes,no,telephone,feb,wed,675,21,999,5,nonexistent,1.1,93.25,-37.2,4.731,5176,no
36,admin.,married,university.degree,unknown,unknown,no,telephone,jan,fri,946,4,999,2,nonexistent,1.1,92.879,-35.3,4.341,5176,no
29,admin.,single,unknown,no,unknown,no,cellular,sep,wed,122,12,999,2,failure,1.1,93.355,-47.7,4.838,5099,no
78,admin.,married,high.school,no,no,no,cellular,nov,tue,834,4,999,2,success,-0.1,92.872,-27.3,4.045,5228,no
58,admin.,single,university.degree,no,no,no,telephone,aug,mon,37,5,999,3,nonexistent,1.4,92.906,-43.9,3.395,5191,no
50,unemployed,married,university.degree,no,yes,no,cellular,feb,tue,43,17,999,4,success,1.1,93.832,-35.1,2.48,4963,no
67,services,married,unknown,no,unknown,yes,cellular,feb,tue,80,23,4,6,nonexistent,1.4,93.431,-29.5,1.168,5176,no
85,unknown,married,high.school,unknown,unknown,no,cellular,mar,fri,157,19,999,3,nonexistent,-0.1,94.031,-42.0,1.726,5099,no
50,retired,married,high.school,no,unknown,no,telephone,apr,fri,49,10,999,1,nonexistent,-1.8,94.512,-34.9,1.815,5228,no
41,technician,married,unknown,no,yes,no,telephone,sep,fri,103,14,999,6,nonexistent,-1.8,94.829,-26.3,2.5,5191,no
78,retired,married,high.school,no,no,yes,telephone,dec,wed,27,15,999,0,nonexistent,-1.8,92.454,-29.6,3.295,5099,no
78,services,divorced,basic.4y,no,no,no,telephone,jun,wed,140,26,999,4,nonexistent,1.4,93.879,-31.3,3.334,5228,no
45,admin.,single,unknown,no,unknown,yes,telephone,mar,mon,439,14,999,1,nonexistent,1.1,93.747,-39.5,2.621,4963,no
75,services,married,university.degree,no,yes,no,telephone,aug,wed,226,16,999,5,nonexistent,-0.1,94.601,-39.2,1.83,5191,no
60,management,single,unknown,no,unknown,no,cellular,jun,mon,415,8,999,0,success,1.1,94.688,-38.3,0.877,4963,no
58,management,single,basic.4y,no,no,no,telephone,aug,tue,36,9,999,3,nonexistent,1.4,94.282,-33.4,4.951,5228,no
56,unknown,single,unknown,no,unknown,unknown,cellular,oct,mon,127,8,999,2,nonexistent,-1.8,93.786,-46.5,4.736,5176,no
66,unemployed,single,university.degree,no,unknown,yes,telephone,dec,mon,10,11,999,1,failure,-0.1,92.598,-29.3,1.429,5176,no
34,retired,married,university.degree,unknown,unknown,no,cellular,feb,fri,115,12,999,5,failure,1.1,92.83,-49.6,3.276,5176,no
87,retired,married,unknown,unknown,no,no,cellular,aug,wed,238,14,999,2,nonexistent,1.1,93.808,-45.9,1.922,4963,no
87,technician,married,unknown,no,yes,no,cellular,nov,thu,210,18,999,2,nonexistent,-1.8,92.418,-38.4,1.48,4963,no
82,unemployed,married,basic.4y,no,unknown,no,cellular,may,thu,15,23,999,2,nonexistent,1.1,92.552,-43.9,3.621,4963,no
22,technician,married,basic.4y,unknown,no,no,cellular,oct,fri,16,12,999,4,nonexistent,1.1,94.734,-41.2,4.066,5176,no
19,management,married,university.degree,no,unknown,no,cellular,dec,tue,90,4,999,0,nonexistent,-1.8,94.869,-42.0,2.407,5228,no
39,admin.,divorced,high.school,no,yes,no,telephone,apr,tue,368,13,999,2,nonexistent,1.4,92.016,-43.5,0.888,5176,no
74,services,divorced,high.school,no,unknown,no,telephone,mar,tue,5,21,12,5,nonexistent,1.4,94.587,-40.9,2.385,5228,no
83,technician,single,high.school,no,yes,unknown,telephone,dec,mon,239,27,999,1,nonexistent,-0.1,94.814,-37.9,2.956,5228,no
33,student,single,high.school,no,no,yes,telephone,sep,wed,50,16,999,4,nonexistent,1.1,93.577,-38.6,4.533,5228,yes
68,technician,divorced,university.degree,no,yes,no,telephone,oct,tue,722,10,8,0,nonexistent,1.4,93.347,-30.5,3.5,5191,no
56,admin.,married,high.school,unknown,yes,no,telephone,jul,thu,140,21,999,1,nonexistent,-1.8,94.756,-42.6,3.735,4963,no
57,admin.,married,high.school,no,no,no,cellular,jul,mon,12,11,999,4,nonexistent,1.4,92.023,-43.2,1.515,5228,no
55,retired,married,unknown,no,yes,unknown,cellular,jun,tue,312,25,999,4,failure,1.1,94.521,-37.9,3.778,5228,no
77,services,single,high.school,unknown,yes,yes,telephone,sep,tue,165,12,9,5,nonexistent,-0.1,92.89,-48.8,2.823,5228,no
76,admin.,married,unknown,yes,no,no,cellular,mar,wed,532,18,999,6,nonexistent,-0.1,93.923,-47.3,4.215,4963,no
27,unemployed,single,university.degree,unknown,yes,no,cellular,jan,wed,263,2,24,5,nonexistent,1.4,92.97,-30.7,1.576,5191,no
81,technician,married,unknown,unknown,yes,no,telephone,jul,mon,294,19,6,0,nonexistent,-1.8,93.569,-38.2,2.88,4963,no
80,technician,married,basic.4y,no,unknown,no,cellular,sep,thu,364,5,999,6,nonexistent,-1.8,94.425,-48.4,1.545,5176,yes
66,management,single,unknown,unknown,yes,yes,cellular,jun,fri,136,28,999,6,nonexistent,1.1,92.544,-39.4,1.879,4963,no
81,admin.,married,high.school,no,yes,no,cellular,oct,thu,393,20,999,5,nonexistent,1.4,93.992,-40.4,4.267,4963,no
49,student,married,unknown,no,yes,no,telephone,feb,wed,12,10,999,6,nonexistent,-1.8,94.695,-44.1,3.636,5099,no
24,retired,married,unknown,no,no,no,telephone,aug,wed,362,26,999,2,nonexistent,-1.8,94.703,-41.1,3.813,5099,yes
38,services,married,university.degree,no,yes,yes,cellular,sep,fri,252,16,999,1,nonexistent,-1.8,94.682,-45.5,0.93,5191,no
37,student,single,university.degree,unknown,no,unknown,cellular,oct,thu,209,12,999,3,nonexistent,1.4,93.555,-39.2,3.815,4963,no
43,retired,married,high.school,no,no,no,cellular,aug,thu,95,9,999,2,nonexistent,1.1,94.303,-40.2,2.777,5099,no
85,technician,married,basic.4y,no,yes,unknown,telephone,sep,fri,30,3,1,6,nonexistent,-1.8,93.341,-35.4,2.636,4963,no
32,student,married,basic.4y,no,yes,unknown,cellular,jan,wed,260,1,999,3,nonexistent,-0.1,93.38,-27.4,2.433,5228,no
31,retired,single,unknown,no,yes,no,cellular,mar,mon,159,5,999,1,nonexistent,1.4,92.852,-45.5,4.352,5099,no
44,technician,married,basic.4y,no,yes,no,cellular,mar,thu,61,8,999,5,nonexistent,1.4,92.856,-40.0,1.406,5099,yes
57,technician,single,university.degree,no,yes,yes,cellular,sep,tue,11,17,6,3,nonexistent,1.4,92.113,-36.5,4.188,5099,no
75,technician,single,high.school,unknown,yes,no,cellular,mar,thu,193,1,999,3,nonexistent,-1.8,93.594,-36.9,4.687,4963,no
